"Country","Document","ElementText","HazardType"
"Chile","BTR","<span title='The altitude of the 0 °C isotherm has risen by 41-64 m/decade (2000-2023), with the greatest increase in the central and southern areas. This trend has affected snow accumulation, accelerated glacier loss and intensified summer droughts and intense rainfall resulting in floods, avalanches and landslides.'>The altitude of the 0 °C isotherm has risen by 41-...</span>","Extreme temperature;Drought;Landslide;Flood;Change in precipitation"
"Chile","BTR","<span title='In terms of annual accumulated precipitation, the projected changes from 2035 to 2065 show different patterns'>In terms of annual accumulated precipitation, the ...</span>","Change in precipitation"
"Chile","BTR","<span title='A reduction in annual accumulated snow is projected between 2035 and 2065 in almost the entire Andes mountain range, due to the combination of increasing temperatures, reduced precipitation and the rise of the 0 °C isotherm. This decrease could reach 100% in the Andean foothills and southern fjords and smaller reductions in high sectors of the Andes and the
extreme south, which, comparatively, represent the loss of large
volumes of snow. This trend contributes to the loss of glaciers
and intensifies summer droughts that threaten the availability
of water for human consumption, agriculture and ecosystems'>A reduction in annual accumulated snow is projecte...</span>","Extreme temperature;Drought;Change in temperature;Change in precipitation"
"Chile","BTR","<span title='Projections for 2035-2065 show a significant increase in the frequency of heat waves with temperatures above 30 °C for three or more consecutive days in almost the entire country, excluding the Magallanes and Chilean Antarctic Region.'>Projections for 2035-2065 show a significant incre...</span>","Extreme temperature"
"Chile","BTR","<span title='The frequency of droughts is projected to present varied patterns throughout the country'>The frequency of droughts is projected to present ...</span>","Drought"
"Chile","BTR","<span title='An increase in maximum daily rainfall is projected in much of the country, with extreme variations concentrated in the Andes mountain range, between the Atacama and Metropolitan Regions, where historical values could double, thereby increasing the risk of flooding'>An increase in maximum daily rainfall is projected...</span>","Flood;Change in precipitation"
"Chile","BTR","<span title='Between 1980 and 2015, wave height increased 0.1-0.4 meters (10-20 %), especially in the south, and changed direction due to the displacement of the South Pacific anticyclone'>Between 1980 and 2015, wave height increased 0.1-0...</span>","Storm"
"Chile","BTR","<span title='Projections for 2026-2045 indicate slight increases in wave height towards the south (>50°S), while mid-latitudes (35°S-45°S) could experience slight reductions due to changes in wind patterns. These changes impact coastal settlements, fishing and tourism'>Projections for 2026-2045 indicate slight increase...</span>",""
"Chile","BTR","<span title='Sea surface temperature shows cooling in the north, stability in the central area of the country and warming in the south of the country'>Sea surface temperature shows cooling in the north...</span>","Sea temperature"
"Chile","BTR","<span title='By the end of the century, increases of up to 2.31 °C are projected, alternating atmospheric and oceanic circulation, with critical implications for marine ecosystems and biodiversity and activities such as artisanal fishing and aquaculture.'>By the end of the century, increases of up to 2.31...</span>",""
"Chile","BTR","<span title='More severe heat waves have increased energy demand, caused health problems, accelerated glacial melting and generated water stress in flora and fauna'>More severe heat waves have increased energy deman...</span>","Extreme temperature"
"Chile","BTR","<span title='The accelerated glaciers retreat in the last 30 years has compromised water supply for human consumption, agriculture, mining and energy and altered biodiversity and essential ecosystem services'>The accelerated glaciers retreat in the last 30 ye...</span>","Extreme temperature"
"Chile","BTR","<span title='The increase in frequency and intensity of storm surges is eroding the coasts, damaging infrastructure, limiting economic activities such as tourism, fishing and port operations, and affecting habitats and biodiversity on beaches and coastal ecosystems.'>The increase in frequency and intensity of storm s...</span>","Storm"
"Finland","BTR","<span title='Finland’s annual mean temperature has already risen by about 2 °C compared with the mid1800s'>Finland’s annual mean temperature has already rise...</span>","Change in temperature"
"Finland","BTR","<span title='Climate change has, above all, affected winter conditions in Finland. Shorter winters have resulted in reduced snow cover in the south'>Climate change has, above all, affected winter con...</span>","Extreme temperature"
"Finland","BTR","<span title='An increase in the number and intensity of heatwaves has been observed in recent decades.'>An increase in the number and intensity of heatwav...</span>","Extreme temperature"
"Finland","BTR","<span title='The average annual precipitation level shows significant variations from year to year'>The average annual precipitation level shows signi...</span>","Change in precipitation"
"Finland","BTR","<span title='Based on weather observations, the average annual wind speeds have fallen slightly in recent decades.'>Based on weather observations, the average annual ...</span>",""
"Finland","BTR","<span title='An increase can be seen in conditions facilitating the occurrence of thunderstorms'>An increase can be seen in conditions facilitating...</span>","Storm"
"Finland","BTR","<span title='On a timescale of one hundred years, Finland’s mean annual temperature will rise at a rate around 1.6 times the global average.'>On a timescale of one hundred years, Finland’s mea...</span>","Change in temperature"
