"","Country","Document","Element","ElementLabel","ElementText","HazardType","SystemType","Sector","SectorType","IndicatorType_theme","IndicatorType_information","IndicatorType_function","SectorType_GGA","RowID","ActionLevel_GPT","ActionType_GPT","ImpactCategories","ClimateImpact_Keywords","ResultType_GPT","Who","Region","UNFCCC Classification","Year of Submission","Document Language","Support  
received","If yes, from which organization?","Gender and Social Inclusion","If yes, Provide details related to GESI (including consideration of IK/LK, consideration of uniquely vulnerable social groups)","Coded by:","General notes"
"2068","Côte d'Ivoire","BTR","Climate impact","Vulnerabilities and impacts","Gradual disappearance of certain species",NA,NA,"Soils and Ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5981,NA,NA,"Ecosystem degradation & biodiversity loss","Gradual disappearance of certain species",NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2069","Côte d'Ivoire","BTR","Indicator","Indicators","Climatic parameters (change in precipitation and temperature, occurrence of extreme events)",NA,NA,NA,NA,NA,NA,NA,NA,6022,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2070","Côte d'Ivoire","BTR","Indicator","Indicators","Physical factors (soil characteristics)",NA,NA,NA,NA,NA,NA,NA,NA,6023,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2071","Côte d'Ivoire","BTR","Indicator","Indicators","Socio-economic (e.g. income level of households)",NA,NA,NA,NA,NA,NA,NA,NA,6024,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2072","Côte d'Ivoire","BTR","Indicator","Indicators","Political aspects (e.g. conflict-prone areas)",NA,NA,NA,NA,NA,NA,NA,NA,6025,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2073","Côte d'Ivoire","BTR","Indicator","Indicators","Number of multi-risk early warning systems in place and functional information system",NA,NA,NA,NA,NA,NA,NA,NA,6026,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2074","Côte d'Ivoire","BTR","Indicator","Indicators","Proportion of the population with access to information in time and hour on the climate",NA,NA,NA,NA,NA,NA,NA,NA,6027,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2075","Côte d'Ivoire","BTR","Indicator","Indicators","Number of communication strategies for adaptation in place, updated at regular intervals and functional",NA,NA,NA,NA,NA,NA,NA,NA,6028,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2076","Côte d'Ivoire","BTR","Indicator","Indicators","Proportion of sectors planning, budgeting and implementing adaptation measures",NA,NA,NA,NA,NA,NA,NA,NA,6029,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2077","Côte d'Ivoire","BTR","Indicator","Indicators","Share (in % and amount) of public expenditure on adaptation  in relation to gross domestic product",NA,NA,NA,NA,NA,NA,NA,NA,6030,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2078","Côte d'Ivoire","BTR","Indicator","Indicators","Number of deaths, missing persons and people directly affected, per year, attributed to induced disasters and climatic hazards",NA,NA,NA,NA,NA,NA,NA,NA,6031,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2079","Côte d'Ivoire","BTR","Indicator","Indicators","Number of weather stations installed to WMO standards",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",6032,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2080","Côte d'Ivoire","BTR","Indicator","Indicators","Number of agro-meteorological products (bulletins, data, studies) offered annually to farmers/ breeders/aquaculturists",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",6033,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2081","Côte d'Ivoire","BTR","Indicator","Indicators","Proportion of local authorities that adopt and implement implementation of local risk reduction strategies disasters in accordance with national reduction strategies disaster risks",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",6034,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2082","Côte d'Ivoire","BTR","Indicator","Indicators","Percentage of producers who have adopted practices agroecological and agroforestry by region",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",6035,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2083","Côte d'Ivoire","BTR","Indicator","Indicators","Number of climate-resilient hydro-agricultural infrastructures created or reinforced agricultural infrastructure",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",6036,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2084","Côte d'Ivoire","BTR","Indicator","Indicators","Number of policy documents dedicated to agroecology and gender-sensitive agroforestry that integrates a governance provision to be implemented at scale regional",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",6037,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2085","Côte d'Ivoire","BTR","Indicator","Indicators","Number and type of actors (disaggregated by sex and age) trained in agroecology and agroforestry techniques and/or soil preservation techniques",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",6038,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2086","Côte d'Ivoire","BTR","Indicator","Indicators","Number of awareness campaigns populations against bush and forest fires by forest administrative region and per year by 2025",NA,NA,"Forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",6039,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2087","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Climate change is expected to exacerbate climate-related health risks, including epidemics of
communicable diseases, barriers to accessing health services and deaths premature babies due to malnutrition, heat stress, increased spread of waterborne diseases (cholera), vector-borne diseases (malaria, dengue fever) and zoonoses (Ebola virus disease, COVID-19). Similarly, this would cause disruption to food and water systems and events extremes such as floods, storms, wildfires and droughts,
among others.",NA,"Food and nutrition;Health;Infrastructure and services","Health","Health, wellbeing and communities",NA,NA,NA,"Food and agriculture",5959,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2088","Côte d'Ivoire","BTR","Climate impact","Vulnerabilities and impacts","Climate change is expected to exacerbate climate-related health risks, including epidemics of
communicable diseases, barriers to accessing health services and deaths premature babies due to malnutrition, heat stress, increased spread of waterborne diseases (cholera), vector-borne diseases (malaria, dengue fever) and zoonoses (Ebola virus disease, COVID-19). Similarly, this would cause disruption to food and water systems and events extremes such as floods, storms, wildfires and droughts,
among others.",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,"Health",5960,NA,NA,NA,"heat stress",NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2089","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Damage to health infrastructure;",NA,"Health;Infrastructure and services","Health","Health, wellbeing and communities",NA,NA,NA,"Health",5961,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2090","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Epidemics and increased risk of spread zoonotic and emergence of new infectious diseases.",NA,"Health","Health","Health, wellbeing and communities",NA,NA,NA,"Health",5962,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2091","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Changes in the area of spread, seasonality and the incidence of various diseases infectious",NA,"Health","Health","Health, wellbeing and communities",NA,NA,NA,"Health",5963,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2092","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Increase in the number of cases of malaria, dengue fever and other diseases vector and zoonotic transmission",NA,"Health","Health","Health, wellbeing and communities",NA,NA,NA,"Health",5964,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2093","Côte d'Ivoire","BTR","Indicator","Indicators","Integrated water resources management plan developed and approved, and included in the planning documents and national urban planning",NA,NA,"Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",6046,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2094","Côte d'Ivoire","BTR","Indicator","Indicators","Number of hydraulic and sanitation infrastructures and drainage developed and/or rehabilitated",NA,NA,"Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",6047,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2095","Côte d'Ivoire","BTR","Indicator","Indicators","Proportion of implementing decrees of the water code and subsequent texts adopted (10 decrees are planned)",NA,NA,"Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",6048,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2096","Côte d'Ivoire","BTR","Indicator","Indicators","Annual amounts allocated to financing activities of IWRM Financial capacities",NA,NA,"Infrastructure","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",6049,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2097","Côte d'Ivoire","BTR","Barriers","Obstacles","Given the security crisis that Côte d'Ivoire has experienced since 1999 and insecurity in the neighboring Sahelian countries (Burkina Faso, Mali, Niger), the implementation of adaptation options may be subject to security threats various. These threats could destroy any investment efforts",NA,NA,NA,NA,NA,NA,NA,NA,6010,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2098","Côte d'Ivoire","BTR","Barriers","Obstacles","Taking into account uncertainties related to certain types of climate information such as projections, some users may show low receptivity towards this information",NA,NA,NA,NA,NA,NA,NA,NA,6011,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2099","Côte d'Ivoire","BTR","Barriers","Obstacles","Financial risk",NA,NA,NA,NA,NA,NA,NA,NA,6012,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2100","Côte d'Ivoire","BTR","Adaptation priorities","Plans","Promote the agricultural techniques sustainable to ensure the food safety and to increase the
agricultural productivity and climate resilience",NA,NA,NA,NA,NA,NA,NA,NA,6013,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2101","Côte d'Ivoire","BTR","Adaptation priorities","Plans","To overcome the problem of the deforestation, Ivory Coast has planned in its adaptation plan, in terms of forests and land use, to improve forest species, promote reforestation and  groecology, to restore the land degraded, to promote the fertility enhancement techniques and soil conservation",NA,NA,NA,NA,NA,NA,NA,NA,6014,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2102","Côte d'Ivoire","BTR","Adaptation priorities","Plans","Introduce modern technologies and practices innovative for improve agricultural efficiency.",NA,NA,NA,NA,NA,NA,NA,NA,6015,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2103","Côte d'Ivoire","BTR","Adaptation priorities","Plans","Strengthening the integrated management and sustainale water resource management",NA,NA,NA,NA,NA,NA,NA,NA,6016,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2104","Côte d'Ivoire","BTR","Adaptation priorities","Plans","Strengthening the resilience of areas coastal areas facing erosion,
to floods and impacts of climate change",NA,NA,NA,NA,NA,NA,NA,NA,6017,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2105","Côte d'Ivoire","BTR","Adaptation priorities","Plans","Reduce vulnerability, build capacity adaptation, and promote sustainable solutions for
preserve security,livelihoods and services",NA,NA,NA,NA,NA,NA,NA,NA,6018,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2106","Côte d'Ivoire","BTR","Adaptation priorities","Plans","Strengthening of surveillance systems and management of climate-sensitive diseases to anticipate and mitigate impacts on public health.",NA,NA,NA,NA,NA,NA,NA,NA,6019,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2107","Côte d'Ivoire","BTR","Adaptation priorities","Plans","Strengthening the sustainable management of areas protected to preserve biodiversity and increase their resilience facing the climate change.",NA,NA,NA,NA,NA,NA,NA,NA,6020,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2108","Côte d'Ivoire","BTR","Barriers","Plans","Challenges of funding, coordination and delays in the implementation",NA,NA,NA,NA,NA,NA,NA,NA,6021,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2109","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","The decrease in rainfall and the increase in temperatures lead to a decrease in groundwater volume as well as river flows",NA,"Freshwater","Water resources","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5939,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2110","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","Low water periods and flooding could become random if the trends in these parameters climate change does not stabilize, which would make certain sectors of activity",NA,NA,"Water resources",NA,NA,NA,NA,NA,5940,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
"2111","Côte d'Ivoire","BTR","System at risk","Vulnerabilities and impacts","The availability of water by inhabitant in Ivory Coast is expected to decrease by 55% by 2080 compared to the year 2000",NA,"Coastal","Water resources","Ocean and coastal ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5941,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","Yes","GEF and UNEP",NA,NA,"Winfred",NA
