"","X.1","X","...1","RowID","Country","Document","Element","ElementLabel","ElementText","HazardType","SystemType","Sector","SectorType","ResultType","Action.level","ActionType","IndicatorType_theme","IndicatorType_information","IndicatorType_function","BarrierType","SectorType_GGA","ClimateImpact_Keywords","ImpactCategories","From_SystemAtRisk","Source_ElementLabel","InterventionType_GPT","ActionType_GPT"
"1443",1410,1410,1410,1410,"Greece","BTR","Action","Actions","MEEN is already taking action to prepare the floor for the revision by mapping and networking with key stakeholders from all sectors; participating in regional workshops to receive feedback on the implementation at regional level; assessing the current state-of-play in adaptation mainstreaming across sectors to identify progress, difficulties, gaps, strengths and opportunities and priorities for action",NA,NA,NA,NA,NA,"Groundwork","Institutional",NA,NA,NA,NA,NA,NA,NA,NA,NA,"government policies and programs","institutional"
"1444",1411,1411,1411,1411,"Greece","BTR","Action","Actions","At a regional level, the development of the 13 RAAPs has been completed and their Strategic Environmental Assessment (SEA) and official endorsement by Regional Councils is expected to conclude by the end of 2025",NA,NA,NA,NA,NA,"Substantive","Institutional",NA,NA,NA,NA,NA,NA,NA,NA,NA,"government policies and programs","institutional"
"1445",1412,1412,1412,1412,"Greece","BTR","Action","Actions","A new National Committee to Combat Desertification has been established in 2021 and mandated to review and revise the National Action Plan for Combating Desertification.",NA,NA,NA,NA,NA,"Substantive","Institutional",NA,NA,NA,NA,NA,NA,NA,NA,NA,"government policies and programs","institutional"
"1446",1413,1413,1413,1413,"Greece","BTR","Action","Actions","The adopted Law 4582/2018 ‘Thematic Tourism - Special Forms of Tourism etc.’ promotes new tourist products and destinations that could combat seasonality in tourist visitation and subsequently mitigate adverse impacts of climate change",NA,NA,NA,NA,NA,"Substantive","Institutional",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laws and regulations","institutional"
"1447",1414,1414,1414,1414,"Greece","BTR","Action","Actions","The OP ‘Competitiveness, Entrepreneurship & Innovation (2014-2020)’ has supported measures to promote eco and cultural tourism and to improve energy performance and comfort conditions of tourist accommodation buildings",NA,NA,NA,NA,NA,"Substantive","EbA/NbS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"government policies and programs","institutional"
"1448",1415,1415,1415,1415,"Greece","BTR","Action","Actions","The River Basin Management Plans (RBMPs) have contributed to the NAS implementation through


measures to safeguard water resources and increase water efficiency and recyclin",NA,NA,NA,NA,NA,"Substantive","Institutional",NA,NA,NA,NA,NA,NA,NA,NA,NA,"water management","ecosystem based"
"1449",1416,1416,1416,1416,"Greece","BTR","Action","Actions","Greece currently has 446 sites listed under the Natura 2000 network, representing 28% of the country’s terrestrial and 18% of its marine territory. Ιn addition and in order to meet the 30x30 target, Greece will establish in 2025 two additional marine national parks (as per point a, par. 2 of Art. 19 of Law 1650/1986) covering over 32% of the country’s territorial waters. The Natura 2000 network could help to safeguard Greece’s major habitats and endangered species against climate change.",NA,NA,NA,NA,NA,"Substantive","EbA/NbS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"biodiversity development","ecosystem based"
"1450",1417,1417,1417,1417,"Greece","BTR","Action","Actions","The National Forest Strategy (Gov. Gazette, 5351/Î’/28-11-2018) signals the adaptation of forests to climate change as a priority and promotes concrete adaptation actions.",NA,NA,NA,NA,NA,"Substantive","Institutional",NA,NA,NA,NA,NA,NA,NA,NA,NA,"biodiversity development","ecosystem based"
"1451",1418,1418,1418,1418,"Greece","BTR","Adaptation priorities","Processes","National Adaptation Observatory (NAO) will develop and operate the open-access national database of climate data and information, building on the results of ongoing activities & initiatives at a national level.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1452",1419,1419,1419,1419,"Greece","BTR","Adaptation priorities","Processes","NAO will offer several climate services, including monitoring of adaptation policies and measures using an indicator-based system and other suitable methods and tools.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mortality & injury",NA,NA,NA,NA
"1453",1420,1420,1420,1420,"Israel","BTR","Hazard","Climate trends","According to Israel’s Meteorological Service, and models by Israel’s Oceanographic and Limnological Research Center which have relied on the SSP5-8.5 scenario, the following is expected: an increase in the average temperature by approximately 3.5 degrees Celsius (relative to the past two decades), a reduction in the amount of precipitation, and the amount of rainy days, by an average rate of 20% - 25% and lastly an increase in extreme weather events such as heatwaves, floods and torrential rains","Extreme temperature;Storm;Flood;Change in temperature;Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454",1421,1421,1421,1421,"Israel","BTR","Hazard","Temperature increase","The past 30 years have seen an average rise in temperature at a rate of approximately 0.6 degrees Celsius per decade - a trend that is expected to continue","Change in temperature",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Water quality deterioration; Ecosystem degradation & biodiversity loss; Soil erosion & land degradation",NA,NA,NA,NA
"1455",1422,1422,1422,1422,"Israel","BTR","Climate impact","Temperature increase","A greater number of hot days and nights per year, a rise in sea temperature, increased rates of evaporation and a greater occurrence of hazy days.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456",1423,1423,1423,1423,"Israel","BTR","Hazard","Heat wave","Israel experienced a severe heatwave. Devastating effects were felt, for example, in the northern part of the country, many farmers experienced a loss of livestock - in total over 10,000 chickens died.","Extreme temperature",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economic & livelihood losses",NA,NA,NA,NA
"1457",1424,1424,1424,1424,"Israel","BTR","Climate impact","Heat wave","Israel experienced a severe heatwave. Devastating effects were felt, for example, in the northern part of the country, many farmers experienced a loss of livestock - in total over 10,000 chickens died.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Livestock impacts",NA,NA,NA,NA
"1458",1425,1425,1425,1425,"Israel","BTR","Hazard","Decrease in precipitation","The climate model predictions of the Mediterranean basin show a general decreasing trend in the amount of annual precipitation until the end of the 21st century","Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459",1426,1426,1426,1426,"Israel","BTR","Climate impact","Decrease in precipitation","Desertification, drying-up of streams and moist habitats, droughts, reduction in atmospheric humidity and contamination of water sources.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecosystem degradation & biodiversity loss; Soil erosion & land degradation",NA,NA,NA,NA
"1460",1427,1427,1427,1427,"Israel","BTR","Hazard","Forest fire","2021 saw a forest fire just outside of Jerusalem. The wildfire consumed around 25,000 dunams (6,200 acres) of forest. This had both a human and environmental impact. There was severe damage caused to the ecosystem in the surrounding area, as well as damage to property.","Wildfire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461",1428,1428,1428,1428,"Israel","BTR","Climate impact","Forest fire","2021 saw a forest fire just outside of Jerusalem. The wildfire consumed around 25,000 dunams (6,200 acres) of forest. This had both a human and environmental impact. There was severe damage caused to the ecosystem in the surrounding area, as well as damage to property.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economic & livelihood losses",NA,NA,NA,NA
"1462",1428,1428,1428,1428,"Israel","BTR","Climate impact","Forest fire","2021 saw a forest fire just outside of Jerusalem. The wildfire consumed around 25,000 dunams (6,200 acres) of forest. This had both a human and environmental impact. There was severe damage caused to the ecosystem in the surrounding area, as well as damage to property.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economic & livelihood losses",NA,NA,NA,NA
"1463",1429,1429,1429,1429,"Israel","BTR","System at risk","Forest fire","2021 saw a forest fire just outside of Jerusalem. The wildfire consumed around 25,000 dunams (6,200 acres) of forest. This had both a human and environmental impact. There was severe damage caused to the ecosystem in the surrounding area, as well as damage to property.",NA,"Forest;Terrestrial",NA,"Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
"1464",1430,1430,1430,1430,"Israel","BTR","Hazard","Sea level rise","In recent decades changes have been observed in the level of the Mediterranean Sea. It has risen by 14.9 cm over the past 19 years. Observations from the last 40 years indicate that the temperature of the upper water mass has risen by approximately 0.13°C per year","Sea level rise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465",1431,1431,1431,1431,"Israel","BTR","Hazard","Sea level rise","The rising sea level will change the coastline, reduce the seafront, damage infrastructure, contribute to the destruction of the coastal cliff and negatively impact tourism. Additionally, it increases the likelihood of flooding, specifically in shallow coastal areas, as well as shifts the saltwater-freshwater interface inland. This enables the penetration of seawater into the estuaries (mouth of the river) disrupting the ability to extract groundwater","Flood;Salinization;Sea level rise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466",1432,1432,1432,1432,"Israel","BTR","System at risk","Sea level rise","The rising sea level will change the coastline, reduce the seafront, damage infrastructure, contribute to the destruction of the coastal cliff and negatively impact tourism. Additionally, it increases the likelihood of flooding, specifically in shallow coastal areas, as well as shifts the saltwater-freshwater interface inland. This enables the penetration of seawater into the estuaries (mouth of the river) disrupting the ability to extract groundwater",NA,"Freshwater;Coastal;Livelihoods and poverty;Infrastructure and services",NA,"Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
"1467",1433,1433,1433,1433,"Israel","BTR","Climate impact","Sea level rise","The rising sea level will change the coastline, reduce the seafront, damage infrastructure, contribute to the destruction of the coastal cliff and negatively impact tourism. Additionally, it increases the likelihood of flooding, specifically in shallow coastal areas, as well as shifts the saltwater-freshwater interface inland. This enables the penetration of seawater into the estuaries (mouth of the river) disrupting the ability to extract groundwater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Water quality deterioration",NA,NA,NA,NA
"1468",1433,1433,1433,1433,"Israel","BTR","Climate impact","Sea level rise","The rising sea level will change the coastline, reduce the seafront, damage infrastructure, contribute to the destruction of the coastal cliff and negatively impact tourism. Additionally, it increases the likelihood of flooding, specifically in shallow coastal areas, as well as shifts the saltwater-freshwater interface inland. This enables the penetration of seawater into the estuaries (mouth of the river) disrupting the ability to extract groundwater",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coastal inundation & shoreline erosion",NA,NA,NA,NA
"1469",1434,1434,1434,1434,"Israel","BTR","Hazard","Collapse of cliffs","In April 2023 there was a cliff retreat in Netanya, one of the coastal cities in Israel, that occurred by the seaside promenade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mortality & injury",NA,NA,NA,NA
"1470",1435,1435,1435,1435,"Israel","BTR","Hazard","Extreme weather","Extreme weather phenomena will become more frequent and more severe. It is manifested in prolonged heat waves, extensive forest fires and record events of precipitation and storms. Upon examination of the extreme events that occurred in Israel over the past two decades, there has been a significant increase in the frequency and intensity of heat waves.","Extreme temperature;Storm;Wildfire;Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471",1436,1436,1436,1436,"Israel","BTR","Hazard","Floods","In April 2018, a pre-military preparatory school, consisting of youth between the ages of 17- 18, lost 10 participants. This disaster was a result of an intense flash flood that occurred where they were hiking, in the Tzafit stream, in the south of Israel.","Flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472",1437,1437,1437,1437,"Israel","BTR","System at risk","Floods","In April 2018, a pre-military preparatory school, consisting of youth between the ages of 17- 18, lost 10 participants. This disaster was a result of an intense flash flood that occurred where they were hiking, in the Tzafit stream, in the south of Israel.",NA,"Gender and inclusion;Infrastructure and services",NA,"Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,NA,NA,NA,NA,NA
"1473",1438,1438,1438,1438,"Israel","BTR","Climate impact","Floods","In April 2018, a pre-military preparatory school, consisting of youth between the ages of 17- 18, lost 10 participants. This disaster was a result of an intense flash flood that occurred where they were hiking, in the Tzafit stream, in the south of Israel.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mortality & injury",NA,NA,NA,NA
"1474",1439,1439,1439,1439,"Israel","BTR","Climate impact","Impact","December 2018 was characterized by large volumes of rainfall in the northern and central areas – 1.5 to 3 times higher than the historic average for the same month. In one instance, there was more than 200 mm of rainfall measured, causing extensive flooding. In January 2020 three similar events occurred, resulting in several deaths.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mortality & injury",NA,NA,NA,NA
"1475",1440,1440,1440,1440,"Israel","BTR","Adaptation priorities","Priorities","In the implementation of the National Adaptation Plan, vulnerable populations are to be addressed by ensuring adaptability for all sectors of society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
